"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"0023914";"31";"310620";"CENTRO DE SAUDE JARDIM MONTANHES";"RUA SAUDE";"PADRE EUSTAQUIO";"-19.9115031449";"-43,9914089036"
"0106143";"26";"261000";"UBS FRANCISCO VIEIRA DE MELO";"QUADRA 50";"QUILOMBO II";"-8.7055896745";"-35,5995386839"
"0000302";"26";"260290";"USF SANTO ESTEVAO";"RUA DO CEMITERIO";"PONTE DOS CARVALHOS";"-8.2181117";"-35,2294359"
"0102415";"35";"351310";"AMB MUNICIPAL DE ESPECIALIDADES HELCIO MEDICO";"RUA DONA IGNACIA";"CENTRO";"-21.336523";"-47,733023"
"0405132";"26";"261350";"UNIDADE DE SAUDE SABINO LUCAS DE BARROS";"TRAVESSA SAO PAULO";"VILA DELMIRO";"-7.8660812968";"-38,7650871277"
"0881007";"26";"261000";"UBS MARIA ALICE";"QUADRA 11";"QUILOMBO 2";"-8.6985132676";"-35,6040179729"
"0907847";"26";"261000";"UBS MANOEL DA SILVA FILHO";"RUA JOSE RUDIVAL ARAGAO";"CENTRO";"-8.6785400575";"-35,5874633789"
"0907855";"26";"261000";"UBS NEWTON CARNEIRO II";"AV LUIS PORTELA DE CARVALHO";"NEWTON CARNEIRO";"-8.6674088998";"-35,5743205547"
"0907871";"26";"261000";"UBS QUILOMBO I";"QUADRA P";"QUILOMBO I";"-8.688371687";"-35,5807632208"
"0907901";"26";"261000";"UBS ELIAS RODRIGUES DE ANDRADE";"RUA 15 DE NOVEMBRO";"NOVO HORIZONTE";"-8.6602601787";"-35,5753022432"
"0915386";"26";"261000";"UBS ADILSA FRANCISCA";"RUA ANTONIETA MIRANDA";"SANTA LUZIA";"-8.6743321051";"-35,5818548799"
"0927988";"50";"500295";"UNIDADE DA ESTRATEGIA DA SAUDE DA FAMILIA ESPLANADA";"RUA DAS GAIVOTAS";"ESPLANADA III";"-18.7820855467";"-52,6007151604"
"2013290";"13";"130014";"UBS EDUARDO BIAZIN";"ERNESTO GAISEL";"SUCUNDURI";"-7.197562";"-59,891336"
"2020661";"16";"160080";"PMVJ POSTO DE SAUDE SAO JOAO DO CAJARI";"LOCALIDADE DE SAO JOAO DO CAJARI";"RIO CAJARI";"-0.9509603646";"-52,4209213257"
"2063050";"35";"352840";"IX POSTO MUNICIPAL DE SAUDE NOVA MAIRINQUE MAIRINQUE";"RUA GETULIO DORNELES VARGAS";"NOVA MAIRINQUE";"-23.5352681173";"-47,1929955482"
"2064278";"35";"352840";"V POSTO MUNICIPAL DE SAUDE JARDIM FLORA MAIRINQUE";"RUA KOMOZO TOMO";"JARDIM FLORA";"-23.5362320762";"-47,2005915642"
"2087146";"35";"352840";"II UNIDADE SAUDE DA FAMILIA PORTA DO SOL MAIRINQUE";"ALVARES DE AZEVEDO";"PORTA DO SOL";"-23.5475433117";"-47,1844553947"
"2091704";"35";"355030";"OSEC";"CASSIO DE CAMPOS NOGUEIRA";"JARDIM DAS IMBUIAS";"-23.7296567";"-46,7129514"
"2193922";"31";"316800";"UAPS AGEU ALMEIDA";"RUA ARACUAI";"CENTRO";"-15.80892";"-42,23183"
"2313014";"15";"150110";"CENTRO DE SAUDE DE BAGRE RIBEIRINHO";"AVENIDA PRESIDENTE VARGAS";"CENTRO";"-1.9003291756";"-50,2106255293"
"2313081";"15";"150110";"EQUIPE DE SAUDE DA FAMILIA DO PARAISO";"AVENIDA FERNANDO GUILHON";"PARAISO";"-1.8973053052";"-50,2147614956"
"2315017";"26";"261000";"UBS IVONETE MARIA A G DA SILVA";"AV DEPUTADO ALCIDES TEIXEIRA";"SANTA ROSA";"-8.6743586203";"-35,5787488818"
"2315424";"26";"261000";"UBS IRONEIDE OLIVEIRA DA SILVA";"RUA JOSE LAGRECA";"SANTA LUZIA";"-8.672054435";"-35,5934768915"
"2315440";"26";"261000";"UBS AURELIANO DOMINGOS";"RUA OLIMPIO DE SOUZA CRUZ";"SANTO ONOFRE";"-8.6773866537";"-35,587541163"
"2253380";"43";"431440";"UBS GRUPELLI";"7 DISTRITO";"COLONIA";"-31.4554782942";"-52,5109148026"
"2437376";"52";"520490";"UBS ABCB CAMPOS BELOS";"RUA DAS INDUSTRIAS";"SETOR INDUSTRIAL";"-13.0";"-46,798"
"2253534";"43";"431440";"UBS ESCOLA CSU AREAL UFPEL";"RUA GUARARAPES";"AREAL";"-31.755102";"-52,316919"
"2505002";"25";"250370";"UNIDADE BASICA DE SAUDE JOSE LOPES DE LIRA";"RUA NOSSA SENHORA DE APARECIDA";"DIST DE ENG AVIDOS";"-6.9003110128";"-38,5258769989"
"2576457";"41";"410760";"CENTRO MUNICIPAL DE SAUDE FAXINAL";"RUA ISMAEL PINTO SIQUEIRA";"CENTRO";"-23.9994262523";"-51,3219881058"
"2689995";"42";"420245";"UNIDADE DE SAUDE DO CENTRO";"RUA SALMAO";"CENTRO";"-27.1534912";"-48,4875264"
"2790068";"35";"350790";"CENTRO DE ATENDIMENTO A CRIANCA CAC BROTAS";"AVENIDA ANGELO PIVA";"CENTRO";"-22.2857409855";"-48,1253582239"
"3697940";"35";"352840";"IV UNIDADE DE SAUDE DA FAMILIA VILA BARRETO ALTO MAIRINQUE";"RUA JOSE PEREIRA CAPITAO";"VILA BARRETO";"-23.528362817";"-47,1672034264"
"5289300";"35";"352840";"UNIDADE BASICA DE SAUDE VILA GRANADA MAIRINQUE";"AVENIDA AMERICO PEREIRA";"VILA GRANADA";"-23.5312744977";"-47,1744775772"
"5432588";"31";"314390";"PENITENCIARIA DR MANOEL MARTINS LISBOA JUNIOR";"AV LUCIANO R DE PAULA";"CHACARA LEBLON";"-21.13673";"-42,40403"
"0006785";"29";"292740";"UBS MARECHAL RONDON";"RUA VICENTE CELESTINO PRACA MARECHAL RONDON";"MARECHAL RONDON";"-12.9151837611";"-38,4706020355"
"5496055";"31";"312150";"CENTRO DE ATENDIMENTO MULTIPROFISSIONAL";"ANTONIO FREDERICO OZANAM";"CENTRO";"-21.147178";"-43,5196"
"0000639";"26";"261160";"US 106 CS PROF JOAQUIM CAVALCANTE";"ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS";"TORROES";"-8.0529601";"-34,9286302"
"0007773";"15";"150240";"USF JOAO MARINALDO A VIANA";"TV DA FLORESTA";"SAUDADE";"-1.3102698";"-47,939033"
"0007781";"15";"150240";"USF JOSE OLIMPIO DE BRITO";"RUA MARIA GORETH";"IANETAMA";"-1.2889897";"-47,9121632"
"0008168";"35";"353440";"UBS MARIA GATTI GIGLIO";"AV DAS FLORES";"JD DAS FLORES";"-23.5369536";"-46,7940497"
"0008133";"35";"353440";"UBS VILA MENCK";"R RIBEIRAO PIRES";"VIL MENCK";"-23.71056";"-46,41333"
"2285940";"33";"330022";"PSF CEDRO";"RUA FIRMINA ROSA DE JESUS";"CEDRO";"-22.2736874372";"-43,1148898262"
"2473968";"24";"240970";"UBS CENTRO DE SAUDE";"RUA PROJETADA";"COHAB";"-5.51705";"-36,396825"
"2493055";"29";"291980";"ESF DO CANTO";"POVOADO DE CANTO";"POV DE CANTO";"-13.2447704214";"-42,6778936386"
"2557002";"29";"292180";"USF ANTONIO GUERRA DE OLIVEIRA";"RUA ANTONIO CARVALHO";"CENTRO";"-15.0245462321";"-42,3719072342"
"2787350";"35";"355030";"UBS JARDIM DAS OLIVEIRAS";"RUA JOSE DA CRUZ CAMARGO";"ITAIM PAULISTA";"-23.4950758";"-46,3828372"
"4220730";"23";"230630";"UNIDADE BASICA DE SAUDE PADRE LIMA";"RUA TEIXEIRA PINTO";"PADRE LIMA";"-3.6767244741";"-39,5921623707"
"6243754";"15";"150110";"EQUIPE DE SAUDE DA FAMILIA CENTRO";"AVENIDA PRESIDENTE VARGAS";"CENTRO";"-1.9003881518";"-50,2105128765"
"6734456";"15";"150110";"EQUIPE DE SAUDE DA FAMILIA DO VETERANO";"AVENIDA FERNANDO GUILHON";"VETERANO";"-1.9013022817";"-50,2070099115"
"0010774";"53";"530010";"UBS 02 SAMAMBAIA";"QS 611 AREA ESPECIAL";"SAMAMBAIA NORTE";"-15.875508";"-48,109087"
"7216564";"31";"313520";"PRESIDIO DE JANUARIA MG";"PRACA DOS PESCADORES";"SANTA CRUZ";"-15.4845366";"-44,3540499"
"7306318";"43";"431160";"SUB POSTO DISTRITO DE PINHALZINHO";"AREA RURAL";"INTERIOR";"-27.5881757389";"-53,0619049072"
"7390998";"41";"411320";"UBS CENTRO SPLENDORA DI EGIDIO DUCCI";"RUA OTAVIO JOSE KUSS";"CENTRO";"-25.7659529192";"-49,7219216824"
"7493339";"52";"521850";"SAD SERVICO DE ATENDIMENTO DOMICILIAR";"AV DOM PEDRO I";"CENTRO";"-18.4536338193";"-50,452131629"
"0012262";"32";"320530";"UNIDADE BASICA DE SAUDE VITORIA";"RUA CAIS DE SAO FRANCISCO";"CENTRO";"-20.320109";"-40,34049063"
"0014273";"41";"410430";"UNIDADE DE SAUDE DR GERMANO TRAPLE COHAPAR";"RUA PICA PAU";"COHAPAR";"-24.0562809572";"-52,4184536934"
"3479706";"35";"350130";"ESF NOSSA SENHORA DA PENHA";"RUA JOSE PAULO DOS SANTOS";"JARDIM DAS ROSAS";"-22.0799494";"-51,4648747"
"0009172";"35";"354990";"UBS JARDIM SATELITE";"AVENIDA ANDROMEDA";"JARDIM SATELITE";"-23.2302174";"-45,2302174"
"0009407";"35";"354990";"UBS ALTO DA PONTE";"RUA ALZIRO LEBRAO";"ALTO DA PONTE";"-23.1524586";"-45,9016392"
"0013781";"41";"410410";"UNIDADE BASICA DE SAUDE WALDOMIRO MACHADO DE SOUZA";"RUA MARIA CLARA BRANDAO TESSEROLLI";"CENTRO";"-25.9764568079";"-49,6843964486"
"0021555";"41";"410410";"ESF ELOY PASCHOAL BODANESI";"ESTRADA LAGEADO";"RURAL";"-26.011348";"-49,64676"
"2573989";"41";"410870";"CENTRO DE SAUDE DE GRANDES RIOS";"AV BRASIL";"CENTRO";"-24.1449589";"-51,5062481"
"2074060";"35";"355465";"UNIDADE BASICA DE SAUDE DE TORRE DE PEDRA";"RUA VEREADOR ATALIBA DA COSTA AVILA";"CENTRO";"-23.2460286651";"-48,1947255135"
"2100584";"31";"316210";"UNIDADE BASICA DE SAUDE GUARDA DOS FERREIROS";"RUA PROF SONIA CRISTINA DE SOUZA";"GUARDA DOS FERREIROS";"-19.3747576946";"-46,1352825165"
"2168456";"31";"315230";"AMBULATORIO MUNICIPAL DE PORTO FIRME";"RUA SAO JOSE";"CENTRO";"-20.6484";"-43,0883"
"2372940";"23";"230110";"UNIDADE BASICA DE SAUDE CANOA QUEBRADA";"RUA ZE MELANCIA";"CANOA QUEBRADA";"-4.5264417";"-37,7013957"
"2372975";"23";"230110";"UNIDADE BASICA DE SAUDE CAMPO VERDE";"CEL POMPEU";"CENTRO";"-4.5659227319";"-37,7711677551"
"2417375";"29";"291650";"CENTRO DE SAUDE E ATENDIMENTO ESPECIALIZADO DE ITAPICURU";"RUA OSVALDO CALDAS BARRETO";"CENTRO";"-11.3082478299";"-38,2181643472"
"2558432";"50";"500060";"UNIDADE DE SAUDE DA FAMILIA VILA DORIANA";"RUA JACINTO BASILIO OLIVEIRA";"VILA DORIANE";"-23.0983553556";"-55,2438819408"
"2563371";"23";"230110";"UNIDADE BASICA DE SAUDE VARZEA DA MATRIZ";"RUA HERIBERTO CAVALCANTE PORTO";"VARZEA DA MATRIZ";"-4.557096";"-37,7612792"
"2730804";"41";"410370";"UNIDADE DE SAUDE DO JD NOVO BANDEIRANTES CAMBE";"PROFESSOR BENTO MUSSURUNGA";"SILVINO";"-23.3086556";"-51,2261511"
"0011908";"32";"320530";"UNIDADE BASICA DE SAUDE MARIA ORTIZ";"RUA PROFESSOR RENATO RIBEIRO DOS SANTOS";"MARIA ORTIZ";"-20.2571645875";"-40,2983424067"
"2766280";"35";"350440";"UNIDADE MISTA DE AVANHANDAVA";"RUA INAH ADAS PEREIRA";"CENTRO";"-21.4579540228";"-49,9500655457"
"3280136";"50";"500060";"UNIDADE DE SAUDE DA FAMILIA VILA GUAPECRISTINA";"R DA REPUBLICA";"VILA GUAPE";"-23.09025288";"-55,237262249"
"0018686";"41";"412230";"ESTRATEGIA SAUDE DA FAMILIA ANTONIO ABDALA JOSE";"RUA RODOLFO ALOIS PFEFFER";"ALTO";"-26.087707";"-49,7672014"
"4747526";"33";"330330";"MMF DR JOSE LUIZ DE O CORTES";"TRAVESSA DONA JULIA";"FONSECA";"-22.8827233";"-43,0976141"
"5752116";"23";"231355";"UBS JOSE ALVES RODRIGUES";"RIO DO INACIO";"RIO DO INACIO";"-3.4358013948";"-39,4302749634"
"0022896";"31";"310620";"CENTRO DE SAUDE MARIANO DE ABREU";"RUA BARREIRO";"CASA BRANCA";"-19.9139678";"-43,8790722"
"0024104";"31";"310620";"CENTRO DE SAUDE NOSSA SENHORA DE FATIMA";"RUA CORINTO";"SERRA";"-19.9396021";"-43,914634"
"6285147";"50";"500060";"UNIDADE DE SAUDE PENITENCIARIA DE AMAMBAI";"RUA WALTER GOMES CAIMAR";"CENTRO";"-23.0982862745";"-55,2332389355"
"6495508";"15";"150618";"UNIDADE BASICA DE SAUDE CENTRO II";"RUA CESAR BRASIL";"CENTRO";"-4.778732";"-48,065935"
"0022306";"26";"261160";"US 225 USF SKYLAB II";"RUA ITAPIRANGA";"IPUTINGA";"-8.0389813";"-34,9316137"
"6886795";"14";"140030";"UNIDADE BASICA DE SAUDE DR VICENZO DI MANSO";"AVENIDA DEUSDETE SOARES MEDRADA";"SAGRADA FAMILIA";"2.4389306993";"-60,9293711185"
"6967760";"23";"230110";"UNIDADE BASICA DE SAUDE SAO RAFAEL";"RUA ARMANDO PRACA";"VARZEA DA MATRIZ";"-4.566637";"-37,7661804"
"7060572";"29";"292275";"USF EDVALDO NASCIMENTO DE BRITO";"AV VER ISMAEL MARIANO SANTOS";"CLETO CAIRES BRITO";"-13.8140560862";"-39,6258831024"
"7505000";"33";"330280";"CENTRO DE SAUDE PONTE DO ROCHA";"ESTRADA PRESIDENTE PEDREIRA";"CINCO LAGOS";"-22.4781854175";"-43,7473279238"
"7827652";"41";"410410";"UNIDADE BASICA DE SAUDE DIVINO ESPIRITO SANTO";"ELVIO LUIZ BONAMIGO";"LOTEAMENTO DO DIVINO";"-25.9836723676";"-49,6892182571"
"7828578";"23";"230110";"UNIDADE BASICA DE SAUDE ATERRO";"TV ALEXANDRE LIMA";"ATERRO";"-4.5710562113";"-37,7674019337"
"7948492";"43";"432000";"UBS SAO CAETANO";"JOAO SPERB DIAS";"BOA VISTA";"-29.8556910995";"-51,1266374588"
"0029300";"41";"410580";"CENTRO DE SAUDE LIBERDADE";"RUA NARCISO NEGRAO";"LIBERDADE";"-25.38247";"-49,16846"
"0116076";"35";"352890";"UBS PREF JOSE ERONIS BARBOSA DA SILVA";"AVENIDA DAS ORQUIDEAS";"CENTRO";"-21.7936013";"-51,1754765"
"0213268";"17";"172020";"UBS24 HORAS IRACEMA AZEVEDO E SILVA";"RUA PRINCIPAL";"POVOADO GROTA DO MEI";"-5.555";"-47,575"
"0479616";"31";"310400";"UNIDADE DE SAUDE MAX NEWMANN";"RUA UBALDINA VIEIRA MENDES";"MAX NEWMANN II";"-19.56632";"-46,950652"
"0918881";"31";"312830";"PSF SAUDE E VIDA VII RURAL";"RUA MIGUEL GIBRIN";"CENTRO";"-21.304";"-46,79"
"0929603";"42";"420420";"CENTRO DE SAUDE DA FAMILIA ESPLANADA";"RUA ISRAEL";"ESPLANADA";"-27.103353";"-52,600364"
"2028441";"35";"352890";"CENTRO DE SAUDE DE MARIAPOLIS";"PRACA FREI DIONISIO ANTONIO MARINELLI";"CENTRO";"-21.7994949";"-51,1824462"
"2040859";"35";"354730";"UBS COLINAS DA ANHANGUERA";"RUA OSWALDO GOELDI";"COLINAS DA ANHANGUER";"-23.4308";"-46,82761"
"2075873";"35";"351350";"UBS COTA 200 JOSE CARLOS MARIANO";"RODOVIA ANCHIETA";"COTA 200";"-23.8923513459";"-46,4730262756"
"2092662";"35";"355210";"ESF JARDIM SANTA CRUZ POSTINHO JOAO DE LINO DE SOCORRO";"RUA VEREADOR MARIO TAVARES DE TOLEDO";"JARDIM SANTA CRUZ";"-22.6033487";"-46,5285438"
"2212137";"31";"314440";"UBS JOAQUIM MENDES JUNHO NATERCIA";"RUA CORONEL JOSE GOULART SANTIAGO BRUM";"CENTRO";"-22.1203906";"-45,5127531"
"2219719";"31";"314020";"UBS DR HELCIO ROQUE DE MATOS";"RUA OSWALDO MACHADO";"CENTRO";"-21.699055";"-42,957617"
"2247909";"43";"430187";"CENTRO DE SAUDE DR ROBERTO VIEIRA PEREIRA";"RUA SALDANHA MARINHO";"CENTRO";"-30.207";"-57,555"
"2248611";"43";"431190";"UNIDADE BASICA DE SAUDE DE MARCELINO RAMOS";"RUA DR MEIRELES LEITE";"CENTRO";"-27.462264";"-51,90849"
"2257963";"43";"431510";"CS SMS PORTO XAVIER";"RUA OSWALDO CRUZ";"CENTRO";"-27.916121";"-55,138222"
"2311003";"21";"210090";"UBSF DE MARIQUITA";"POVOADO MARIQUITA";"MARIQUITA";"-3.0232685292";"-41,9924577524"
"2311011";"21";"210090";"UNIDADE SAUDE DA FAMILIA GIQUIRI";"POVOADO GIQUIRI";"GIQUIRI";"-3.0394808351";"-42,1092160496"
"2311038";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE SAO PAULO";"POVOADO DE SAO PAULO";"SAO PAULO";"-3.0950194419";"-41,977380112"
"2311046";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE CANARIAS";"POVOADO DE CANARIAS";"CANARIAS";"-2.7653315521";"-41,8445875746"
"2311054";"21";"210090";"UBSF DE REMANSO";"POVOADO REMANSO";"REMANSO";"-2.9958799643";"-41,8380038654"
"2311062";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE PORTEIRAS";"POVOADO PORTEIRAS";"PORTEIRAS";"-3.1102631597";"-42,1390734438"
"2311070";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE CARNAUBEIRAS";"POVOADO DE CARNAUBEIRAS";"CARNAUBEIRAS";"-2.8340108143";"-41,9614311918"
"2311089";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE NOVO HORIZONTE";"POVOADO NOVO HORIZONTE";"NOVO HORIZONTE";"-3.0147313196";"-42,0500491025"
"2311097";"21";"210090";"UBSF DE BARREIRAS";"RUA SAO PEDRO";"BERREIRAS";"-2.871795948";"-41,908564342"
"2311100";"21";"210090";"UNIDADE SAUDE DA FAMILIA DE JOAO PERES";"POVOADO JOAO PERES";"JOAO PERES";"-2.921705908";"-41,8977967373"
"2313723";"15";"150800";"ESTRATEGIA DE SAUDE DA FAMILIA RAIMUNDO GOMES DE OLIVEIRA";"RODOVIA PA 140";"ZONA RURAL";"-2.4673842941";"-48,2934951782"
"2374781";"24";"240830";"UNIDADE DE SAUDE DA FAMILIA DE SANTA LUZIA";"RUA DR GALDINO LIMA";"ALTO DE SANTA LUZIA";"-6.4677419";"-35,4379503"
"2374803";"24";"240830";"UNIDADE DE SAUDE DA FAMILIA DE CATOLE";"RUA VEREADOR JOAO SOARES DE OLIVEIRA";"CATOLE";"-6.4857144";"-35,4209029"
"2374846";"24";"240830";"UNIDADE DE SAUDE DA FAMILIA PRIMEIRA LAGOA";"SITIO PRIMEIRA LAGOA";"ZONA RURAL";"-6.4719301";"-35,5193674"
"2374935";"24";"240830";"UNIDADE DE SAUDE DA FAMILIA DE CONCEICAO";"SITIO CONCEICAO";"ZONA RURAL";"-6.4565948";"-35,3340697"
"2382075";"52";"521380";"UNIDADE ESF ZONA RURAL MARCELANIA";"RUA CORONEL JOAO LOPES ZEDES";"CENTRO";"-17.7345850172";"-49,1067194939"
"2385473";"42";"420620";"UBS PORTO DO GRAVATA";"ENGENHEIRO ANNES GUALBERTO";"CENTRO";"-28.3306187348";"-49,0350723267"
"2385481";"42";"420620";"UBS VARZEA DAS CANOAS";"ESTRADA GERAL";"VARZEA DAS CANOAS";"-28.3643654351";"-48,9839601616"
"2385546";"42";"420620";"UBS ENERGIA DAS AGUAS";"RUA JOAQUIM CARDOSO DUARTE";"TERMAS DO GRAVATAL";"-28.3279366681";"-49,0722366028"
"2385554";"42";"420620";"UBS POUSO ALTO";"RUA JOSE MANOEL LEANDRO";"POUSO ALTO";"-28.3803946639";"-49,018228054"
"2395991";"51";"510520";"ESTRATEGIA DE SAUDE DA FAMILIA I PASTOR JOAO BATISTA AZEVEDO";"RUA M";"CAJUS";"-16.0541496025";"-54,8895674944"
"2396076";"51";"510520";"ESTRATEGIA DE SAUDE DA FAMILIA II JULIA MARIA DA SILVA COSTA";"RUA CAMPOS SALES";"BEIRA RIO";"-16.051089962";"-54,8826956749"
"2440997";"52";"521380";"UNIDADE ESF ZONA RURAL JARDIM DA LUZ";"RUA CORONEL JOAO LOPES ZEDES";"CENTRO";"-17.7346258931";"-49,1067194939"
"2460688";"21";"210840";"UNIDADE BASICA DE SAUDE LUIZ HONORIO FREITAS";"POV INAMBU";"INAMBU";"-2.633672";"-44,864092"
"2486903";"17";"171550";"UNIDADE BASICA DE SAUDE VALDEMIR PITOMBEIRA DA COSTA";"RUA DOIS";"CENTRO";"-10.70927";"-48,906596"
"2537524";"42";"420420";"CENTRO DE SAUDE DA FAMILIA COLONIA CELLA";"SEVERINO ANTONIO NISSOLA CELLA";"TREVO";"-27.027324";"-52,618675"
"2537621";"42";"420420";"CENTRO DE SAUDE GOIO EN";"RODOVIA 283 KM 21 DISTRITO GOIO EN";"DIST DE GOIO EN";"-27.188483";"-52,549609"
"2537745";"42";"420420";"CENTRO DE SAUDE DA FAMILIA NORTE";"RUA HERIBERTO HULSEN";"PASSO DOS FORTES";"-27.082345";"-52,619011"
"2622416";"15";"150800";"ESTRATEGIA DE SAUDE DA FAMILIA DA VILA SOCORRO";"VILA SOCCORRO";"ZONA RURAL";"-2.3665372119";"-48,2780456543"
"2657791";"42";"420420";"CENTRO DE SAUDE DA FAMILIA BELVEDERE";"ESTRADA MUNICIPAL LUDOVICO JULIO TOZZO";"BELVEDERE";"-27.035046";"-52,631228"
"2719509";"27";"270460";"UBS LAGOA DO PICO URBANO I";"PRACA MANOEL BARBOSA ALCANTARA";"CENTRO";"-9.22835";"-37,35038"
"2720205";"27";"270460";"UBS ALEXANDRE GOMES";"SITIO ALEXANDRE GOMES";"ZONA RURAL";"-9.194793";"-37,301548"
"2720574";"27";"270460";"UBS SAO CRISTOVAO";"POVOADO SAO CRISTOVAO";"ZONA RURAL";"-9.309487";"-37,431198"
"2731622";"41";"410210";"CENTRO DE SAUDE DE ASTORGA";"RUA JOAQUIM NABUCO";"JARDIM SINUELO";"-23.2299495367";"-51,666469574"
"2745887";"35";"352130";"UBS CAPELINHA CENTRO DE IMUNIZACAO";"AV JOSE JUNQUEIRA MEIRELLES";"CAPELINHA";"-20.4909240016";"-47,9937529564"
"2745933";"35";"352130";"UBS DR JOSE FLORIVALDO VANDERLEI CENTRO DE IMUNIZACAO";"AVENIDA CARLOS PEREGRINO DE MELO";"SANTA CRUZ";"-20.4299561474";"-48,0139419436"
"2750368";"35";"354170";"CENTRO DE SAUDE III QUATA";"RUA DR LUIZ PEREIRA BARRETO FILHO";"CENTRO";"-22.24807";"-50,69834"
"2750929";"35";"354170";"ESF I DR MOACIR NICACIO";"RUA ANTONIO MARQUES";"VILA SANTA CRUZ";"-22.25616";"-50,6901"
"2758970";"31";"317060";"POSTO DE SAUDE MUNICIPAL GABRIEL DE OLIVEIRA";"RUA JOAO PICARDI";"CABRESTOS";"-20.369532";"-46,276924"
"0008656";"35";"354780";"UBS PARQUE NOVO ORATORIO";"RUA TUNISIA";"PARQUE ORATORIO";"-23.6300782";"-46,5089896"
"3012433";"24";"241400";"UNIDADE DE SAUDE DA FAMILIA II MANOEL BENTO";"RUA VILA GOMES";"CENTRO";"-6.2020054203";"-35,8031827211"
"3128393";"35";"351350";"UBS VALE VERDE MARIANA DIBOS LOPES DOS SANTOS";"RUA PAULO ENOS";"VALE VERDE";"-23.9129103416";"-46,4641857147"
"3300595";"42";"420730";"FISIOLIFE CENTRO DE REABILITACAO";"OCTACILIO DE CARVALHO";"CENTRO";"-28.2384773382";"-48,668975704"
"3539687";"13";"130010";"CENTRO DE SAUDE FAUSTO GOMES DA ROCHA";"PRACA CAPITAO PEDRO SILVA";"CENTRO";"-3.7453842238";"-61,6590285301"
"3603016";"33";"330455";"CENTRO DE GINECO OBSTETRICIA DRA ELIZABETH COSTA MARTINS";"RUA CONDE DE BONFIM";"TIJUCA";"-22.8576717";"-42,2576585"
"3876721";"43";"431510";"PSF 1 PORTO XAVIER";"RUA OSWALDO CRUZ";"CENTRO";"-27.926854";"-55,138621"
"3910482";"35";"352130";"UBS VOVO SANTINA CENTRO DE IMUNIZACAO";"AVENIDA JOAO CARLOS DA ROCHA";"OLHOS D AGUA";"-20.4511912175";"-48,0165034533"
"3970817";"31";"314760";"ESF SAO GERALDO 004";"RUA ADELINO CAETANO DA SILVA";"RIO DAS PEDRAS";"-22.38";"-44,967"
"4005643";"15";"150120";"UBS DO UMARIZAL";"COMUNIDADE DE UMARIZAL";"ZONA RURAL";"-2.8526910575";"-49,7660064697"
"4005651";"15";"150120";"U S F S JOAQUIM DO ITUQUARA";"VILA ITUQUARA";"ZONA RURAL";"-3.0300955";"-49,6407292"
"4005716";"15";"150120";"UBS JOANA PERES";"VILA JOANA PERES";"ZONA RURAL";"-3.0134703";"-49,750552"
"4014677";"24";"241400";"UNID SAUDE DA FAMILIA III FRANCISCO BARBOSA DE MENDONCA";"RUA FRANCISCO RIBEIERO DANTAS";"CONJ";"-6.1929498727";"-35,8001947403"
"4014685";"24";"241400";"UNIDADE DE SAUDE DA FAMILIA VI MARIA ILDA DE SOUZA";"SITIO CATOLE";"ZONA RURAL";"-6.1497712318";"-35,7677936554"
"4014693";"24";"241400";"U S FAMILIA IV VAZ MILHO VER ARNALDO PEREIRA";"VARZEA DO MILHO";"ZONA RURAL";"-6.3125686164";"-35,8437538147"
"4014707";"24";"241400";"UNIDADE DE SAUDE DA FAMILIA V LAGOA DO FEIJAO";"SITIO LAGOA DO FEIJAO";"ZONA RURAL";"-6.1789556";"-35,816116333"
"4043138";"15";"150800";"ESTRATEGIA DE ATENCAO PRIMARIA PRISIONAL EAPP TOME ACU";"AVENIDA 03 PODERES";"CENTRO";"-2.4204347356";"-48,1497502327"
"0028991";"31";"314300";"ESF PARANAZINHO";"RUA VEREADOR AUGUSTO DOS SANTOS";"PARAZINHO";"-21.3297054443";"-46,3677227497"
"4463625";"15";"150120";"UBS ANILZINHO";"ANGELINOPOLIS KM50";"ZONA RURAL";"-3.2275854552";"-49,7505569458"
"4221648";"15";"150745";"UBS VILA BANDINHA";"VILA BANDINHA";"ZONA RURAL";"-6.2372768396";"-48,6040949821"
"4925122";"35";"354830";"UBS EULINA RAMOS PASSOS SANTO EXPEDITO";"DR ARMANDO NOVAIS JUNIOR";"CENTRO";"-21.85064";"-51,39369"
"5047811";"31";"314760";"ESF JUREMA MATO DENTRO 003";"RUA CIRILO GUEDES";"SANTA TEREZINHA";"-22.3841718";"-44,9697086"
"5159660";"33";"330455";"CENTRO DE GINECOLOGIA E OBSTETRICIA DRA ELIZABETH COSTA MART";"AV ERICO VERISSIMO";"BARRA DA TIJUCA";"-23.0127514";"-43,3116701"
"5195454";"33";"330455";"CGO CENTRO DE DIAGNOSTICOS";"RUA CONDE DE BONFIM";"TIJUCA";"-22.8576717";"-42,2576585"
